strain	virus	genbank_accession	date	region	iso	country	division	location	segment	length	host	lab
FJ547068	Dengue virus 	FJ547068	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10675.0	Homo sapiens	
KF973471	Dengue virus 	KF973471	2012-XX-XX	Central America	NIC	Nicaragua			complete	10625.0	Homo sapiens	
KF973470	Dengue virus 	KF973470	2012-XX-XX	Central America	NIC	Nicaragua			complete	10731.0	Homo sapiens	
KF973469	Dengue virus 	KF973469	2012-XX-XX	Central America	NIC	Nicaragua			complete	10620.0	Homo sapiens	
FJ562104	Dengue virus 	FJ562104	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Rivas		complete	10688.0	Homo sapiens	
KF973457	Dengue virus 	KF973457	2012-XX-XX	Central America	NIC	Nicaragua			complete	10615.0	Homo sapiens	
KF973458	Dengue virus 	KF973458	2012-XX-XX	Central America	NIC	Nicaragua			complete	10290.0	Homo sapiens	
FJ024479	Dengue virus 	FJ024479	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ024485	Dengue virus 	FJ024485	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
KF973453	Dengue virus 	KF973453	2011-XX-XX	Central America	NIC	Nicaragua			complete	10303.0	Homo sapiens	
KF973459	Dengue virus 	KF973459	2011-XX-XX	Central America	NIC	Nicaragua			complete	10238.0	Homo sapiens	
KF973460	Dengue virus 	KF973460	2011-XX-XX	Central America	NIC	Nicaragua			complete	10630.0	Homo sapiens	
KF973462	Dengue virus 	KF973462	2011-XX-XX	Central America	NIC	Nicaragua			complete	10336.0	Homo sapiens	
EU596502	Dengue virus 	EU596502	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
EU596503	Dengue virus 	EU596503	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
EU596504	Dengue virus 	EU596504	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
EU482615	Dengue virus 	EU482615	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
EU482616	Dengue virus 	EU482616	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10756.0	Homo sapiens	
EU482617	Dengue virus 	EU482617	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ182002	Dengue virus 	FJ182002	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
KU509312	Dengue virus 1	KU509312	2014-XX-XX	Central America	NIC	Nicaragua			partial	1485.0	Homo sapiens	
FJ547088	Dengue virus 	FJ547088	2008-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ410290	Dengue virus 	FJ410290	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
KF973474	Dengue virus 	KF973474	2012-XX-XX	Central America	NIC	Nicaragua			complete	10616.0	Homo sapiens	
KF973475	Dengue virus 	KF973475	2012-XX-XX	Central America	NIC	Nicaragua			complete	10615.0	Homo sapiens	
FJ898437	Dengue virus 	FJ898437	2004-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10678.0	Homo sapiens	
GQ199875	Dengue virus 	GQ199875	2004-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
GQ199873	Dengue virus 	GQ199873	2004-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
GQ199872	Dengue virus 	GQ199872	2004-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
KF955410	Dengue virus 	KF955410	2008-XX-XX	Central America	NIC	Nicaragua			partial	3464.0	Homo sapiens	
GQ199867	Dengue virus 	GQ199867	2004-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
JN819403	Dengue virus 	JN819403	2006-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10462.0	Homo sapiens	
KF973456	Dengue virus 	KF973456	2012-XX-XX	Central America	NIC	Nicaragua			complete	10327.0	Homo sapiens	
KF955403	Dengue virus 	KF955403	2005-XX-XX	Central America	NIC	Nicaragua			partial	7868.0	Homo sapiens	
KF955404	Dengue virus 	KF955404	2005-XX-XX	Central America	NIC	Nicaragua			partial	7870.0	Homo sapiens	
KF955409	Dengue virus 	KF955409	2005-XX-XX	Central America	NIC	Nicaragua			partial	7869.0	Homo sapiens	
JN819402	Dengue virus 	JN819402	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10695.0	Homo sapiens	
FJ873814	Dengue virus 	FJ873814	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10672.0	Homo sapiens	
KF973455	Dengue virus 	KF973455	2012-XX-XX	Central America	NIC	Nicaragua			complete	10606.0	Homo sapiens	
KF973454	Dengue virus 	KF973454	2012-XX-XX	Central America	NIC	Nicaragua			complete	10619.0	Homo sapiens	
FJ850113	Dengue virus 	FJ850113	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ850114	Dengue virus 	FJ850114	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10714.0	Homo sapiens	
KF973473	Dengue virus 	KF973473	2012-XX-XX	Central America	NIC	Nicaragua			complete	10304.0	Homo sapiens	
FJ547089	Dengue virus 	FJ547089	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
KF973472	Dengue virus 	KF973472	2012-XX-XX	Central America	NIC	Nicaragua			complete	10616.0	Homo sapiens	
GQ199857	Dengue virus 	GQ199857	2008-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
GQ199858	Dengue virus 	GQ199858	2008-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
GQ199859	Dengue virus 	GQ199859	2008-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ432720	Dengue virus 	FJ432720	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
FJ432721	Dengue virus 	FJ432721	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
EU482618	Dengue virus 	EU482618	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
EU482619	Dengue virus 	EU482619	2005-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
EU596501	Dengue virus 	EU596501	2004-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10690.0	Homo sapiens	
JF937635	Dengue virus 	JF937635	2009-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10465.0	Homo sapiens	
KF973465	Dengue virus 	KF973465	2012-XX-XX	Central America	NIC	Nicaragua			complete	10559.0	Homo sapiens	
KF973464	Dengue virus 	KF973464	2012-XX-XX	Central America	NIC	Nicaragua			complete	10608.0	Homo sapiens	
KF973463	Dengue virus 	KF973463	2012-XX-XX	Central America	NIC	Nicaragua			complete	10608.0	Homo sapiens	
KF973461	Dengue virus 	KF973461	2012-XX-XX	Central America	NIC	Nicaragua			complete	10580.0	Homo sapiens	
JQ287666	Dengue virus 	JQ287666	2009-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10461.0	Homo sapiens	
KF973466	Dengue virus 	KF973466	2012-XX-XX	Central America	NIC	Nicaragua			complete	10618.0	Homo sapiens	
KF973467	Dengue virus 	KF973467	2012-XX-XX	Central America	NIC	Nicaragua			complete	10198.0	Homo sapiens	
JF937644	Dengue virus 	JF937644	2009-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10443.0	Homo sapiens	
KF973468	Dengue virus 	KF973468	2012-XX-XX	Central America	NIC	Nicaragua			complete	10599.0	Homo sapiens	
JF937645	Dengue virus 	JF937645	2009-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10443.0	Homo sapiens	
FJ898433	Dengue virus 	FJ898433	2007-XX-XX	Central America	NIC	Nicaragua	NIC/Managua		complete	10684.0	Homo sapiens	
MH879216	Dengue virus 1	MH879216	2004-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879237	Dengue virus 1	MH879237	2016-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879222	Dengue virus 1	MH879222	2009-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879220	Dengue virus 1	MH879220	2009-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879221	Dengue virus 1	MH879221	2009-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879238	Dengue virus 1	MH879238	2016-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879223	Dengue virus 1	MH879223	2009-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879217	Dengue virus 1	MH879217	2004-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879215	Dengue virus 1	MH879215	2000-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879214	Dengue virus 1	MH879214	1999-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879218	Dengue virus 1	MH879218	2004-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879182	Dengue virus 1	MH879182	1996-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879219	Dengue virus 1	MH879219	2009-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879243	Dengue virus 1	MH879243	2016-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879224	Dengue virus 1	MH879224	2009-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879244	Dengue virus 1	MH879244	2016-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879191	Dengue virus 1	MH879191	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879188	Dengue virus 1	MH879188	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879187	Dengue virus 1	MH879187	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879242	Dengue virus 1	MH879242	2015-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879236	Dengue virus 1	MH879236	2015-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879235	Dengue virus 1	MH879235	2015-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879234	Dengue virus 1	MH879234	2015-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879232	Dengue virus 1	MH879232	2014-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879226	Dengue virus 1	MH879226	2010-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879245	Dengue virus 1	MH879245	2012-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879233	Dengue virus 1	MH879233	2010-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879186	Dengue virus 1	MH879186	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879185	Dengue virus 1	MH879185	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879184	Dengue virus 1	MH879184	1996-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879229	Dengue virus 1	MH879229	2012-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879230	Dengue virus 1	MH879230	2012-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879192	Dengue virus 1	MH879192	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879228	Dengue virus 1	MH879228	2011-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879183	Dengue virus 1	MH879183	1996-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879227	Dengue virus 1	MH879227	2011-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879247	Dengue virus 1	MH879247	2010-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879241	Dengue virus 1	MH879241	2011-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879213	Dengue virus 1	MH879213	1999-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879212	Dengue virus 1	MH879212	1999-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879176	Dengue virus 1	MH879176	1995-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879175	Dengue virus 1	MH879175	1995-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879174	Dengue virus 1	MH879174	1995-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879190	Dengue virus 1	MH879190	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879172	Dengue virus 1	MH879172	1995-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879171	Dengue virus 1	MH879171	1995-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879197	Dengue virus 1	MH879197	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879196	Dengue virus 1	MH879196	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879198	Dengue virus 1	MH879198	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879195	Dengue virus 1	MH879195	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879193	Dengue virus 1	MH879193	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879170	Dengue virus 1	MH879170	1995-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879239	Dengue virus 1	MH879239	2017-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879225	Dengue virus 1	MH879225	2011-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879248	Dengue virus 1	MH879248	2017-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879231	Dengue virus 1	MH879231	2013-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879246	Dengue virus 1	MH879246	2013-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879240	Dengue virus 1	MH879240	2017-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879194	Dengue virus 1	MH879194	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879199	Dengue virus 1	MH879199	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879173	Dengue virus 1	MH879173	1995-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879177	Dengue virus 1	MH879177	1996-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879211	Dengue virus 1	MH879211	1999-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879210	Dengue virus 1	MH879210	1999-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879209	Dengue virus 1	MH879209	1999-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879208	Dengue virus 1	MH879208	1999-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879207	Dengue virus 1	MH879207	1998-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879206	Dengue virus 1	MH879206	1998-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879205	Dengue virus 1	MH879205	1998-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879204	Dengue virus 1	MH879204	1998-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879203	Dengue virus 1	MH879203	1998-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879189	Dengue virus 1	MH879189	1997-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879201	Dengue virus 1	MH879201	1998-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879200	Dengue virus 1	MH879200	1998-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879181	Dengue virus 1	MH879181	1996-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879180	Dengue virus 1	MH879180	1996-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879178	Dengue virus 1	MH879178	1996-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879202	Dengue virus 1	MH879202	1998-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
MH879179	Dengue virus 1	MH879179	1996-XX-XX	Central America	PAN	Panama			partial	1575.0	Homo sapiens	
KF419427	Dengue virus 	KF419427	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419425	Dengue virus 	KF419425	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419426	Dengue virus 	KF419426	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419431	Dengue virus 	KF419431	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419430	Dengue virus 	KF419430	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419429	Dengue virus 	KF419429	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419424	Dengue virus 	KF419424	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419420	Dengue virus 	KF419420	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419432	Dengue virus 	KF419432	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419419	Dengue virus 	KF419419	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419421	Dengue virus 	KF419421	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419428	Dengue virus 	KF419428	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419422	Dengue virus 	KF419422	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419423	Dengue virus 	KF419423	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KF419418	Dengue virus 	KF419418	2011-XX-XX	Southern South America	PRY	Paraguay			partial	1485.0	Homo sapiens	
KJ189365	Dengue virus 	KJ189365	2010-XX-XX	Caribbean	PRI	Puerto Rico			complete	10798.0	Homo sapiens	
KJ189366	Dengue virus 	KJ189366	2010-XX-XX	Caribbean	PRI	Puerto Rico			complete	10453.0	Homo sapiens	
KJ189367	Dengue virus 	KJ189367	2010-XX-XX	Caribbean	PRI	Puerto Rico			complete	10452.0	Homo sapiens	
KJ189363	Dengue virus 	KJ189363	2010-XX-XX	Caribbean	PRI	Puerto Rico			complete	10648.0	Homo sapiens	
KJ189364	Dengue virus 	KJ189364	2010-XX-XX	Caribbean	PRI	Puerto Rico			complete	10444.0	Homo sapiens	
KF444910	Dengue virus 1	KF444910	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KJ189361	Dengue virus 	KJ189361	2010-XX-XX	Caribbean	PRI	Puerto Rico			complete	10522.0	Homo sapiens	
KY818247	Dengue virus 	KY818247	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
KF955439	Dengue virus 	KF955439	1995-XX-XX	Caribbean	PRI	Puerto Rico			partial	9873.0	Homo sapiens	
KY818255	Dengue virus 	KY818255	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
KY818245	Dengue virus 	KY818245	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
KY882524	Dengue virus 	KY882524	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1821.0	Homo sapiens	
KF444916	Dengue virus 1	KF444916	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KF444918	Dengue virus 1	KF444918	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KU509295	Dengue virus 1	KU509295	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KF444920	Dengue virus 1	KF444920	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KY818244	Dengue virus 	KY818244	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
KF444921	Dengue virus 1	KF444921	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KF809752	Dengue virus 1	KF809752	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KY818243	Dengue virus 	KY818243	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
KF921911	Dengue virus 	KF921911	1996-XX-XX	Caribbean	PRI	Puerto Rico			complete	10609.0	Homo sapiens	
KJ189360	Dengue virus 	KJ189360	2010-XX-XX	Caribbean	PRI	Puerto Rico			complete	10265.0	Homo sapiens	
KJ189362	Dengue virus 	KJ189362	2010-XX-XX	Caribbean	PRI	Puerto Rico			complete	10456.0	Homo sapiens	
KF809753	Dengue virus 1	KF809753	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KY818246	Dengue virus 	KY818246	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
JF804021	Dengue virus 1	JF804021	1998-XX-XX	Caribbean	PRI	Puerto Rico			partial	1480.0	Homo sapiens	
KJ189357	Dengue virus 	KJ189357	2012-XX-XX	Caribbean	PRI	Puerto Rico			complete	10444.0	Homo sapiens	
KJ189356	Dengue virus 	KJ189356	2012-XX-XX	Caribbean	PRI	Puerto Rico			complete	10442.0	Homo sapiens	
KJ189355	Dengue virus 	KJ189355	2012-XX-XX	Caribbean	PRI	Puerto Rico			complete	10444.0	Homo sapiens	
KY882522	Dengue virus 	KY882522	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1821.0	Homo sapiens	
KF444922	Dengue virus 1	KF444922	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KJ189353	Dengue virus 	KJ189353	2012-XX-XX	Caribbean	PRI	Puerto Rico			complete	10444.0	Homo sapiens	
KF809750	Dengue virus 1	KF809750	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KF809751	Dengue virus 1	KF809751	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KF444908	Dengue virus 1	KF444908	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KY818259	Dengue virus 	KY818259	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
KY818257	Dengue virus 	KY818257	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
KJ189352	Dengue virus 	KJ189352	2012-XX-XX	Caribbean	PRI	Puerto Rico			complete	10448.0	Homo sapiens	
KJ189351	Dengue virus 	KJ189351	2012-XX-XX	Caribbean	PRI	Puerto Rico			complete	10448.0	Homo sapiens	
KJ189350	Dengue virus 	KJ189350	2012-XX-XX	Caribbean	PRI	Puerto Rico			complete	10445.0	Homo sapiens	
KY882514	Dengue virus 	KY882514	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1866.0	Homo sapiens	
KF444919	Dengue virus 1	KF444919	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KJ189358	Dengue virus 	KJ189358	2012-XX-XX	Caribbean	PRI	Puerto Rico			complete	10444.0	Homo sapiens	
KJ189354	Dengue virus 	KJ189354	2012-XX-XX	Caribbean	PRI	Puerto Rico			complete	10443.0	Homo sapiens	
KF444915	Dengue virus 1	KF444915	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KF955437	Dengue virus 	KF955437	1998-XX-XX	Caribbean	PRI	Puerto Rico			partial	9725.0	Homo sapiens	
MK039555	Dengue virus 	MK039555	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
MK039554	Dengue virus 	MK039554	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KF955438	Dengue virus 	KF955438	1998-XX-XX	Caribbean	PRI	Puerto Rico			partial	9869.0	Homo sapiens	
KF444917	Dengue virus 1	KF444917	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KF444913	Dengue virus 1	KF444913	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KF444912	Dengue virus 1	KF444912	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KF444911	Dengue virus 1	KF444911	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
JF804022	Dengue virus 1	JF804022	2007-XX-XX	Caribbean	PRI	Puerto Rico			partial	1480.0	Homo sapiens	
KF444909	Dengue virus 1	KF444909	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KJ189359	Dengue virus 	KJ189359	2012-XX-XX	Caribbean	PRI	Puerto Rico			complete	10444.0	Homo sapiens	
KY818256	Dengue virus 	KY818256	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
KF444914	Dengue virus 1	KF444914	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KY818258	Dengue virus 	KY818258	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
KY818254	Dengue virus 	KY818254	2012-XX-XX	Caribbean	PRI	Puerto Rico			partial	1983.0	Homo sapiens	
KY829115	Dengue virus 	KY829115	2016-04-27	Caribbean	BLM	Saint Barthelemy			complete	10717.0	Homo sapiens	
JN379485	Dengue virus 1	JN379485	1981-XX-XX	Northern South America	SUR	Suriname			partial	1485.0	Homo sapiens	
JN379483	Dengue virus 1	JN379483	1981-XX-XX	Caribbean	TTO	Trinidad and Tobago			partial	1485.0	Homo sapiens	
EU482591	Dengue virus 	EU482591	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
KM204119	Dengue virus 1	KM204119	1944-XX-XX	North America	USA	USA	USA/Hawaii		complete	10736.0	Homo sapiens	
FJ562105	Dengue virus 	FJ562105	1993-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10690.0	Homo sapiens	
JQ425067	Dengue virus 	JQ425067	2009-XX-XX	North America	USA	USA			partial	1485.0	Homo sapiens	
KM458187	Dengue virus 1	KM458187	2014-XX-XX	North America	USA	USA	USA/Texas		partial	1485.0	Homo sapiens	
JQ675358	Dengue virus 	JQ675358	2010-10-XX	North America	USA	USA	USA/Florida	Key West	complete	10605.0	Homo sapiens	
