strain	virus	genbank_accession	date	region	iso	country	division	location	segment	length	host	lab
KF955372	Dengue virus 	KF955372	1997-XX-XX	Caribbean	PRI	Puerto Rico			complete	10646.0	Homo sapiens	
GQ398303	Dengue virus 	GQ398303	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398302	Dengue virus 	GQ398302	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398269	Dengue virus 	GQ398269	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398278	Dengue virus 	GQ398278	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398277	Dengue virus 	GQ398277	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398276	Dengue virus 	GQ398276	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398275	Dengue virus 	GQ398275	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398270	Dengue virus 	GQ398270	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10724.0	Homo sapiens	
GQ398273	Dengue virus 	GQ398273	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398271	Dengue virus 	GQ398271	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398274	Dengue virus 	GQ398274	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
KF955373	Dengue virus 	KF955373	1997-XX-XX	Caribbean	PRI	Puerto Rico			complete	10991.0	Homo sapiens	
GQ398280	Dengue virus 	GQ398280	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398299	Dengue virus 	GQ398299	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398298	Dengue virus 	GQ398298	1995-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398297	Dengue virus 	GQ398297	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398296	Dengue virus 	GQ398296	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398295	Dengue virus 	GQ398295	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398294	Dengue virus 	GQ398294	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398293	Dengue virus 	GQ398293	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398292	Dengue virus 	GQ398292	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398291	Dengue virus 	GQ398291	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10722.0	Homo sapiens	
GQ398279	Dengue virus 	GQ398279	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398290	Dengue virus 	GQ398290	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10722.0	Homo sapiens	
GQ398288	Dengue virus 	GQ398288	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10722.0	Homo sapiens	
GQ398287	Dengue virus 	GQ398287	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10722.0	Homo sapiens	
GQ398286	Dengue virus 	GQ398286	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10722.0	Homo sapiens	
GQ398285	Dengue virus 	GQ398285	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398284	Dengue virus 	GQ398284	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398283	Dengue virus 	GQ398283	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10722.0	Homo sapiens	
GQ398282	Dengue virus 	GQ398282	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10722.0	Homo sapiens	
GQ398281	Dengue virus 	GQ398281	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
KF955360	Dengue virus 	KF955360	2006-XX-XX	Caribbean	PRI	Puerto Rico			complete	10531.0	Homo sapiens	
GQ398289	Dengue virus 	GQ398289	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10722.0	Homo sapiens	
KF955359	Dengue virus 	KF955359	2006-XX-XX	Caribbean	PRI	Puerto Rico			complete	10531.0	Homo sapiens	
GQ398301	Dengue virus 	GQ398301	1995-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398300	Dengue virus 	GQ398300	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
KM279410	Dengue virus 2	KM279410	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KM279409	Dengue virus 2	KM279409	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
KM279408	Dengue virus 2	KM279408	2013-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
GQ398306	Dengue virus 	GQ398306	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398307	Dengue virus 	GQ398307	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398308	Dengue virus 	GQ398308	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10724.0	Homo sapiens	
JF804036	Dengue virus 2	JF804036	2007-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
GQ398309	Dengue virus 	GQ398309	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10724.0	Homo sapiens	
MK040386	Dengue virus 	MK040386	2009-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
MK040385	Dengue virus 	MK040385	2009-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
GQ398311	Dengue virus 	GQ398311	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10724.0	Homo sapiens	
MK040384	Dengue virus 	MK040384	2009-XX-XX	Caribbean	PRI	Puerto Rico			partial	1485.0	Homo sapiens	
GQ398312	Dengue virus 	GQ398312	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10724.0	Homo sapiens	
GQ398313	Dengue virus 	GQ398313	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398314	Dengue virus 	GQ398314	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398310	Dengue virus 	GQ398310	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10724.0	Homo sapiens	
GQ398305	Dengue virus 	GQ398305	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
GQ398304	Dengue virus 	GQ398304	1994-XX-XX	Caribbean	PRI	Puerto Rico			complete	10723.0	Homo sapiens	
FJ898460	Dengue virus 	FJ898460	2001-XX-XX	Caribbean	KNA	Saint Kitts and Nevis	KNA/Saint Kitts		complete	10678.0	Homo sapiens	
KU728198	Dengue virus 2	KU728198	2008-XX-XX	Caribbean	LCA	Saint Lucia			partial	1395.0	Homo sapiens	
KU728199	Dengue virus 2	KU728199	2008-XX-XX	Caribbean	LCA	Saint Lucia			partial	1395.0	Homo sapiens	
KU728197	Dengue virus 2	KU728197	2008-XX-XX	Caribbean	LCA	Saint Lucia			partial	1395.0	Homo sapiens	
KU728196	Dengue virus 2	KU728196	2008-XX-XX	Caribbean	LCA	Saint Lucia			partial	1395.0	Homo sapiens	
JF968043	Dengue virus 	JF968043	2010-XX-XX	Caribbean	VCT	Saint Vincent and the Grenadines			partial	1485.0	Homo sapiens	
KU728206	Dengue virus 2	KU728206	2010-XX-XX	Caribbean	VCT	Saint Vincent and the Grenadines			partial	1395.0	Homo sapiens	
EU920838	Dengue virus DENV-2	EU920838	2005-08-XX	Northern South America	SUR	Suriname			complete	10659.0		
KU728193	Dengue virus 2	KU728193	2006-XX-XX	Northern South America	SUR	Suriname			partial	1395.0	Homo sapiens	
KU728192	Dengue virus 2	KU728192	2006-XX-XX	Northern South America	SUR	Suriname			partial	1395.0	Homo sapiens	
EU920842	Dengue virus DENV-2	EU920842	2005-10-XX	Northern South America	SUR	Suriname			complete	10726.0		
KU728189	Dengue virus 2	KU728189	2005-XX-XX	Northern South America	SUR	Suriname			partial	1395.0	Homo sapiens	
KU728190	Dengue virus 2	KU728190	2005-XX-XX	Northern South America	SUR	Suriname			partial	1395.0	Homo sapiens	
KU728191	Dengue virus 2	KU728191	2006-XX-XX	Northern South America	SUR	Suriname			partial	1395.0	Homo sapiens	
KU728194	Dengue virus 2	KU728194	2008-XX-XX	Caribbean	TTO	Trinidad and Tobago			partial	1395.0	Homo sapiens	
KU728195	Dengue virus 2	KU728195	2008-XX-XX	Caribbean	TTO	Trinidad and Tobago			partial	1395.0	Homo sapiens	
JF804038	Dengue virus 2	JF804038	1997-XX-XX	Caribbean	TTO	Trinidad and Tobago			partial	1485.0	Homo sapiens	
EU687242	Dengue virus 	EU687242	2004-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU596485	Dengue virus 	EU596485	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482735	Dengue virus 	EU482735	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482736	Dengue virus 	EU482736	1994-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687235	Dengue virus 	EU687235	2003-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10677.0	Homo sapiens	
EU687236	Dengue virus 	EU687236	2003-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687223	Dengue virus 	EU687223	2000-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687224	Dengue virus 	EU687224	2000-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687225	Dengue virus 	EU687225	2000-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687227	Dengue virus 	EU687227	2001-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687237	Dengue virus 	EU687237	2003-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687238	Dengue virus 	EU687238	2003-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482737	Dengue virus 	EU482737	1994-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482738	Dengue virus 	EU482738	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687245	Dengue virus 	EU687245	2005-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687231	Dengue virus 	EU687231	2001-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687228	Dengue virus 	EU687228	2001-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687240	Dengue virus 	EU687240	2003-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687229	Dengue virus 	EU687229	2001-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687230	Dengue virus 	EU687230	2001-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10674.0	Homo sapiens	
EU687244	Dengue virus 	EU687244	2004-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687243	Dengue virus 	EU687243	2004-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687241	Dengue virus 	EU687241	2003-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687232	Dengue virus 	EU687232	2001-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10662.0	Homo sapiens	
EU677146	Dengue virus 	EU677146	2004-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687217	Dengue virus 	EU687217	2005-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
MT211254	Dengue virus 2	MT211254	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211255	Dengue virus 2	MT211255	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
EU660398	Dengue virus 	EU660398	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10639.0	Homo sapiens	
EU660399	Dengue virus 	EU660399	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU660400	Dengue virus 	EU660400	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10677.0	Homo sapiens	
MT211256	Dengue virus 2	MT211256	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211257	Dengue virus 2	MT211257	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211253	Dengue virus 2	MT211253	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
EU482747	Dengue virus 	EU482747	1988-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482745	Dengue virus 	EU482745	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482744	Dengue virus 	EU482744	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10677.0	Homo sapiens	
EU482743	Dengue virus 	EU482743	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10679.0	Homo sapiens	
EU482742	Dengue virus 	EU482742	1988-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482741	Dengue virus 	EU482741	1994-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU677141	Dengue virus 	EU677141	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10677.0	Homo sapiens	
EU677142	Dengue virus 	EU677142	1999-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482746	Dengue virus 	EU482746	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
MT211252	Dengue virus 2	MT211252	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211251	Dengue virus 2	MT211251	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211250	Dengue virus 2	MT211250	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
EU687216	Dengue virus 	EU687216	2005-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687215	Dengue virus 	EU687215	2004-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU726770	Dengue virus 	EU726770	2005-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10679.0	Homo sapiens	
EU687214	Dengue virus 	EU687214	2004-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687213	Dengue virus 	EU687213	2004-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU781135	Dengue virus 	EU781135	2005-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU687212	Dengue virus 	EU687212	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10668.0	Homo sapiens	
EU687199	Dengue virus 	EU687199	2003-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482739	Dengue virus 	EU482739	1994-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482740	Dengue virus 	EU482740	1994-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU677147	Dengue virus 	EU677147	2004-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU596486	Dengue virus 	EU596486	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU677145	Dengue virus 	EU677145	1999-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
MT211249	Dengue virus 2	MT211249	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
EU687222	Dengue virus 	EU687222	2000-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU596487	Dengue virus 	EU596487	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10666.0	Homo sapiens	
EU569715	Dengue virus 	EU569715	1997-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU596489	Dengue virus 	EU596489	2007-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482573	Dengue virus 	EU482573	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10660.0	Homo sapiens	
EU482572	Dengue virus 	EU482572	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10649.0	Homo sapiens	
EU482571	Dengue virus 	EU482571	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482570	Dengue virus 	EU482570	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482569	Dengue virus 	EU482569	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482568	Dengue virus 	EU482568	1986-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482565	Dengue virus 	EU482565	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482562	Dengue virus 	EU482562	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10680.0	Homo sapiens	
EU482561	Dengue virus 	EU482561	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10677.0	Homo sapiens	
EU482560	Dengue virus 	EU482560	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482574	Dengue virus 	EU482574	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482557	Dengue virus 	EU482557	1999-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10639.0	Homo sapiens	
EU482554	Dengue virus 	EU482554	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10639.0	Homo sapiens	
EU482553	Dengue virus 	EU482553	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482552	Dengue virus 	EU482552	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482551	Dengue virus 	EU482551	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482550	Dengue virus 	EU482550	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU596488	Dengue virus 	EU596488	2007-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482548	Dengue virus 	EU482548	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10620.0	Homo sapiens	
EU482547	Dengue virus 	EU482547	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482546	Dengue virus 	EU482546	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482545	Dengue virus 	EU482545	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482556	Dengue virus 	EU482556	2005-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10679.0	Homo sapiens	
EU482575	Dengue virus 	EU482575	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10667.0	Homo sapiens	
EU482576	Dengue virus 	EU482576	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482577	Dengue virus 	EU482577	1987-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
KX702404	Dengue virus 	KX702404	2016-05-22	North America	USA	USA			complete	10723.0	Homo sapiens	
MT211269	Dengue virus 2	MT211269	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211268	Dengue virus 2	MT211268	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211267	Dengue virus 2	MT211267	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211266	Dengue virus 2	MT211266	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211265	Dengue virus 2	MT211265	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
MT211264	Dengue virus 2	MT211264	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
EU482594	Dengue virus 	EU482594	1992-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482593	Dengue virus 	EU482593	2001-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482590	Dengue virus 	EU482590	1990-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482589	Dengue virus 	EU482589	1993-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482588	Dengue virus 	EU482588	1990-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482587	Dengue virus 	EU482587	1990-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482586	Dengue virus 	EU482586	1990-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482585	Dengue virus 	EU482585	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482584	Dengue virus 	EU482584	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10662.0	Homo sapiens	
EU482583	Dengue virus 	EU482583	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482582	Dengue virus 	EU482582	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10679.0	Homo sapiens	
EU482581	Dengue virus 	EU482581	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10679.0	Homo sapiens	
EU482580	Dengue virus 	EU482580	1989-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482579	Dengue virus 	EU482579	1988-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482578	Dengue virus 	EU482578	1988-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU482544	Dengue virus 	EU482544	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
MT211263	Dengue virus 2	MT211263	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
EU482549	Dengue virus 	EU482549	2006-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10679.0	Homo sapiens	
MT211261	Dengue virus 2	MT211261	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
EU569714	Dengue virus 	EU569714	1997-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU569713	Dengue virus 	EU569713	1997-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10677.0	Homo sapiens	
EU569712	Dengue virus 	EU569712	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10677.0	Homo sapiens	
EU569711	Dengue virus 	EU569711	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
MT211262	Dengue virus 2	MT211262	2019-XX-XX	North America	USA	USA	USA/Florida		partial	1485.0	Homo sapiens	
EU569709	Dengue virus 	EU569709	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU569708	Dengue virus 	EU569708	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU569707	Dengue virus 	EU569707	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU569706	Dengue virus 	EU569706	1995-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10678.0	Homo sapiens	
EU569705	Dengue virus 	EU569705	1993-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10663.0	Homo sapiens	
EU569704	Dengue virus 	EU569704	1986-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10668.0	Homo sapiens	
EU569703	Dengue virus 	EU569703	1996-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10663.0	Homo sapiens	
EU482728	Dengue virus 	EU482728	1998-XX-XX	Caribbean	PRI	Puerto Rico	PRI/Puerto Rico		complete	10675.0	Homo sapiens	
